Time[s],Time[s],PressValue,PPhase,AcceX,AcceY,AcceZ,Phase
48.547,6.849,0.9,0,-0.14127,-0.400244,0.887302,1
48.563,6.865,0.900073,0,-0.129548,-0.406837,0.891331,1
48.579,6.881,0.899536,0,-0.141514,-0.399023,0.888278,1
48.595,6.897,0.896996,0,-0.156655,-0.392185,0.889011,1
48.611,6.913,0.88801,0,-0.16044,-0.39536,0.89243,1
48.627,6.929,0.867863,0,-0.194261,-0.391087,0.91221,1
48.643,6.945,0.8158,0,-0.182418,-0.36569,0.965934,1
48.661,6.963,0.656557,1,-0.319536,-0.267155,1.087546,1
48.677,6.979,0.3863,1,-0.448352,-0.198901,1.239194,1
48.692,6.994,0.179341,1,-0.237363,-0.687301,1.114408,1
48.71,7.012,0.175629,1,-0.016972,-0.766911,1.181197,1
48.726,7.028,0.146471,1,0.165568,-1.251648,1.056288,1
48.742,7.044,0.129255,1,-0.776679,-1.458608,1.102687,1
48.758,7.06,0.118046,1,0.00757,-0.800122,0.955555,1
48.774,7.076,0.125055,1,-0.006593,-0.860806,0.918437,1
48.792,7.094,0.116313,1,-0.122833,-0.751526,0.878144,1
48.808,7.11,0.115531,1,-0.065812,-0.528449,0.74359,1
48.824,7.126,0.086764,1,-0.112332,-0.457753,0.678022,1
48.842,7.144,0.112454,1,-0.07265,-0.361782,0.622955,1
48.858,7.16,0.137192,1,-0.084372,-0.260317,0.558486,1
48.874,7.176,0.106984,1,-0.051282,-0.09939,0.46044,1
48.892,7.194,0.126276,1,-0.01746,0.009646,0.347619,1
48.908,7.21,0.105861,1,-0.050794,0.03199,0.306838,1
48.926,7.228,0.120879,1,-0.063736,0.005372,0.322344,1
48.942,7.244,0.142247,1,-0.116728,0.008059,0.319658,1
48.958,7.26,0.133089,1,-0.129793,-0.01685,0.347131,1
48.972,7.274,0.131233,1,-0.161661,-0.076679,0.415141,1
48.99,7.292,0.132601,1,-0.187913,-0.093529,0.469231,1
49.006,7.308,0.117778,1,-0.211599,-0.087301,0.532112,1
49.022,7.324,0.12083,1,-0.239927,-0.174603,0.662515,1
49.038,7.34,0.114872,1,-0.241026,-0.272649,0.803174,1
49.054,7.356,0.116532,1,-0.284249,-0.151038,0.855067,1
49.072,7.374,0.114164,1,-0.31917,0.050427,0.901832,1
49.088,7.39,0.309377,1,-0.152503,-0.811233,1.059585,1
49.104,7.406,0.858877,0,0.59072,-1.235775,2.09072,1
49.12,7.422,0.821172,0,-0.00403,0.600855,0.823688,1
49.138,7.44,0.837265,0,-0.695482,-0.734066,0.789866,1
49.154,7.456,0.8663,0,-0.588889,-0.409768,0.777411,1
49.17,7.472,0.892918,0,-0.145543,-0.428693,0.917949,1
49.188,7.49,0.903834,0,-0.308059,-0.404029,0.869841,1
49.204,7.506,0.911477,0,-0.162393,-0.402075,0.90757,1
49.22,7.522,0.913871,0,-0.067888,-0.431624,0.928327,1
49.236,7.538,0.912308,0,-0.066178,-0.428449,0.926862,1
49.252,7.554,0.908083,0,-0.172284,-0.415995,0.880586,1
49.268,7.57,0.904469,0,-0.222955,-0.391453,0.874481,1
49.286,7.588,0.900782,0,-0.202197,-0.38779,0.880097,1
49.302,7.604,0.900049,0,-0.190721,-0.396337,0.871918,1
49.318,7.62,0.899683,0,-0.194383,-0.404396,0.870696,1
49.334,7.636,0.898242,0,-0.167277,-0.407082,0.885714,1
49.35,7.652,0.897363,0,-0.137729,-0.402197,0.905128,1
49.368,7.67,0.89834,0,-0.158486,-0.407082,0.897192,1
49.384,7.686,0.9,0,-0.186813,-0.402686,0.886203,1
49.4,7.702,0.900708,0,-0.186814,-0.404518,0.878388,1
49.416,7.718,0.90083,0,-0.168377,-0.405372,0.882662,1
49.432,7.734,0.901416,0,-0.164713,-0.406227,0.885593,1
49.448,7.75,0.901563,0,-0.175702,-0.398168,0.882662,1
49.464,7.766,0.900684,0,-0.18022,-0.399878,0.88083,1
49.48,7.782,0.900513,0,-0.171795,-0.399633,0.884249,1
49.496,7.798,0.900244,0,-0.14127,-0.402075,0.892186,1
49.512,7.814,0.900171,0,-0.154213,-0.405494,0.890964,1
49.528,7.83,0.900806,0,-0.155556,-0.404029,0.890354,1
49.546,7.848,0.900122,0,-0.148107,-0.404395,0.892797,1
49.562,7.864,0.89641,0,-0.163493,-0.386202,0.895971,1
49.578,7.88,0.889353,0,-0.110989,-0.394505,0.902076,1
49.594,7.896,0.868596,0,-0.088401,-0.404518,0.942369,1
49.61,7.912,0.797485,1,-0.169353,-0.361783,1.018315,1
49.626,7.928,0.604469,1,-0.331502,-0.192552,1.136875,1
49.642,7.944,0.293138,1,-0.476679,-0.295116,1.206227,1
49.658,7.96,0.157045,1,-0.354823,-0.603174,1.213553,1
49.674,7.976,0.165348,1,0.117338,-0.730159,1.201343,1
49.69,7.992,0.130354,1,0.322588,-1.330159,1.140293,1
49.706,8.008,0.151648,1,-1.393041,-1.30696,1.060684,1
49.722,8.024,0.139292,1,-0.252259,-0.800244,0.958975,1
49.738,8.04,0.160708,1,-0.055312,-0.718925,0.90989,1
49.754,8.056,0.13514,1,-0.326984,-0.691941,0.882906,1
49.77,8.072,0.139976,1,-0.03309,-0.48376,0.76508,1
49.786,8.088,0.130525,1,-0.112943,-0.468254,0.694506,1
49.802,8.104,0.132405,1,-0.088401,-0.332356,0.602198,1
49.816,8.118,0.111233,1,-0.103053,-0.27326,0.531624,1
49.832,8.134,0.125153,1,-0.062027,-0.189499,0.462638,1
49.848,8.15,0.110061,1,-0.053602,-0.15409,0.405739,1
49.864,8.166,0.109304,1,-0.050916,-0.139194,0.363126,1
49.88,8.182,0.096728,1,-0.046032,-0.074603,0.307448,1
49.896,8.198,0.104029,1,-0.03895,-0.05409,0.301099,1
49.912,8.214,0.117118,1,-0.075214,-0.148962,0.344933,1
49.928,8.23,0.126398,1,-0.113553,-0.147375,0.355311,1
49.944,8.246,0.112112,1,-0.119781,-0.112821,0.362149,1
49.962,8.264,0.118437,1,-0.167033,-0.131502,0.403907,1
49.978,8.28,0.11558,1,-0.203052,-0.175214,0.501343,1
49.994,8.296,0.119194,1,-0.193284,-0.239194,0.632479,1
50.01,8.312,0.120562,1,-0.240659,-0.341148,0.764347,1
50.026,8.328,0.122198,1,-0.280952,-0.275458,0.827473,1
50.042,8.344,0.117167,1,-0.332845,-0.064957,0.844932,1
50.06,8.362,0.114969,1,-0.298535,0.021368,0.884494,1
50.076,8.378,0.232161,1,-0.250427,-1.478022,1.398047,1
50.092,8.394,0.83392,0,-0.223199,0.359952,1.412088,1
50.108,8.41,0.835629,0,0.331135,0.113432,1.133577,1
50.124,8.426,0.841075,0,-0.052747,-0.580708,0.854457,1
50.14,8.442,0.861294,0,-0.752259,-0.552747,0.774115,1
50.158,8.46,0.881685,0,-0.132723,-0.432967,0.911478,1
50.174,8.476,0.890989,0,-0.298901,-0.426496,0.87094,1
50.19,8.492,0.896874,0,-0.192063,-0.400488,0.888034,1
50.206,8.508,0.90149,0,-0.127106,-0.416972,0.903541,1
50.224,8.526,0.90254,0,-0.088401,-0.394017,0.913431,1
50.24,8.542,0.899365,0,-0.172283,-0.441514,0.888278,1
50.256,8.558,0.895604,0,-0.218437,-0.382418,0.884127,1
50.272,8.574,0.892796,0,-0.192796,-0.400366,0.879243,1
50.288,8.59,0.891282,0,-0.157997,-0.407326,0.882295,1
50.304,8.606,0.889524,0,-0.164835,-0.401465,0.887302,1
50.32,8.622,0.887888,0,-0.16105,-0.404395,0.886325,1
50.336,8.638,0.886618,0,-0.131136,-0.406227,0.891209,1
50.352,8.654,0.886764,0,-0.133944,-0.408058,0.892064,1
50.368,8.67,0.887057,0,-0.175458,-0.405128,0.881563,1
50.386,8.688,0.888523,0,-0.185226,-0.401709,0.881807,1
50.402,8.704,0.891014,0,-0.187668,-0.39768,0.887668,1
50.418,8.72,0.890794,0,-0.180342,-0.400122,0.882662,1
50.436,8.738,0.891209,0,-0.158486,-0.401587,0.887058,1
50.452,8.754,0.890501,0,-0.155189,-0.401831,0.890232,1
50.468,8.77,0.890183,0,-0.125031,-0.40696,0.894872,1
50.484,8.786,0.89094,0,-0.152137,-0.402686,0.892064,1
50.502,8.804,0.891673,0,-0.169841,-0.396337,0.890476,1
50.517,8.819,0.891404,0,-0.159829,-0.401465,0.889011,1
50.535,8.837,0.890867,0,-0.148718,-0.403907,0.89011,1
50.551,8.853,0.889109,0,-0.144323,-0.403297,0.892674,1
50.567,8.869,0.887106,0,-0.147131,-0.398169,0.892674,1
50.583,8.885,0.885812,0,-0.134433,-0.40061,0.896581,1
50.599,8.901,0.870159,0,-0.084372,-0.409035,0.978144,1
50.615,8.917,0.823272,0,-0.415629,-0.367643,0.873504,1
50.631,8.933,0.764567,1,-0.180953,-0.421001,0.869475,1
50.647,8.949,0.718535,1,-0.129548,-0.430769,0.872283,1
50.663,8.965,0.664249,1,-0.057265,-0.398779,0.893529,1
50.679,8.981,0.623761,1,-0.033334,-0.409646,0.880708,1
50.695,8.997,0.620195,1,-0.059097,-0.405616,0.880098,1
50.711,9.013,0.612576,1,-0.064713,-0.393284,0.890598,1
50.727,9.029,0.626716,1,-0.09243,-0.400732,0.889499,1
50.743,9.045,0.638559,1,-0.160318,-0.402686,0.889133,1
50.759,9.061,0.630232,1,-0.185714,-0.403541,0.88779,1
50.775,9.077,0.61199,1,-0.181441,-0.400488,0.892796,1
50.791,9.093,0.617998,1,-0.148596,-0.405128,0.891819,1
50.807,9.109,0.592918,1,-0.127228,-0.404274,0.886691,1
50.823,9.125,0.578437,1,-0.107448,-0.408303,0.885837,1
50.841,9.143,0.572991,1,-0.100489,-0.409524,0.885348,1
50.857,9.159,0.585495,1,-0.096582,-0.403663,0.887057,1
50.875,9.177,0.574432,1,-0.122588,-0.407326,0.882295,1
50.891,9.193,0.576459,1,-0.14359,-0.411355,0.884005,1
50.907,9.209,0.574286,1,-0.144078,-0.410745,0.887912,1
50.923,9.225,0.57475,1,-0.14713,-0.406349,0.887668,1
50.941,9.243,0.562979,1,-0.125885,-0.405738,0.890476,1
50.957,9.259,0.564566,1,-0.108547,-0.405739,0.891209,1
50.973,9.275,0.563028,1,-0.100611,-0.409646,0.893773,1
50.991,9.293,0.5663,1,-0.102442,-0.407448,0.890354,1
51.007,9.309,0.564322,1,-0.113798,-0.408547,0.886691,1
51.023,9.325,0.562393,1,-0.129915,-0.403174,0.885959,1
51.039,9.341,0.556581,1,-0.119658,-0.409524,0.888401,1
51.055,9.357,0.561148,1,-0.103419,-0.411477,0.889744,1
51.069,9.371,0.568205,1,-0.110989,-0.408791,0.894628,1
51.085,9.387,0.571624,1,-0.110134,-0.40696,0.896581,1
51.101,9.403,0.570159,1,-0.11514,-0.406227,0.894262,1
51.117,9.419,0.566032,1,-0.111722,-0.410378,0.888401,1
