t0, t, x, y, z, qx, qy, qz, qw
173.508,2.425,0.0212396,-0.12142,1.63995,-0.369123,0.1441,0.0773923,-0.914874
173.517,2.434,0.0194294,-0.123411,1.63779,-0.332937,0.151676,0.0788814,-0.927321
173.525,2.442,0.017983,-0.125868,1.63589,-0.340864,0.1569,0.0826925,-0.923232
173.533,2.45,0.0166147,-0.129085,1.63711,-0.347497,0.158343,0.0864044,-0.920167
173.542,2.459,0.0154332,-0.133057,1.63881,-0.364188,0.143549,0.0937993,-0.915403
173.55,2.467,0.0132948,-0.136309,1.63374,-0.354128,0.147936,0.098951,-0.918105
173.558,2.475,0.0121974,-0.14011,1.6339,-0.311639,0.172289,0.0978943,-0.929309
173.567,2.484,0.0104098,-0.14487,1.63371,-0.35542,0.148165,0.108337,-0.916508
173.575,2.492,0.00950776,-0.149055,1.63391,-0.309749,0.174302,0.106993,-0.928562
173.583,2.5,0.00804106,-0.15396,1.63359,-0.335041,0.165611,0.113954,-0.920508
173.592,2.509,0.00679316,-0.159375,1.6348,-0.348488,0.152939,0.119645,-0.916979
173.6,2.517,0.00605629,-0.164046,1.63532,-0.298549,0.174219,0.119044,-0.930777
173.608,2.525,0.00501037,-0.169411,1.6357,-0.313066,0.169856,0.123279,-0.926251
173.617,2.534,0.00429914,-0.175021,1.63698,-0.30888,0.170873,0.123374,-0.927456
173.625,2.542,0.00359138,-0.180888,1.63832,-0.296134,0.167665,0.121951,-0.932374
173.633,2.55,0.00250175,-0.187363,1.63918,-0.339151,0.1442,0.12423,-0.921276
173.642,2.559,0.00150477,-0.19328,1.63823,-0.335506,0.143982,0.120504,-0.923138
173.65,2.567,0.000878115,-0.199679,1.64128,-0.293493,0.147237,0.111907,-0.937902
173.658,2.575,-0.000601723,-0.206043,1.64109,-0.359193,0.118748,0.11649,-0.918319
173.667,2.584,-0.000269235,-0.207725,1.64222,-0.298497,0.130671,0.125024,-0.93712
173.675,2.592,0.000909715,-0.210524,1.64121,-0.315309,0.139634,0.141593,-0.927919
173.683,2.6,0.00193281,-0.210525,1.6417,-0.243956,0.120313,0.128685,-0.953651
173.692,2.609,0.00139529,-0.209974,1.64137,-0.258156,0.122819,0.130263,-0.94937
173.7,2.617,0.0011478,-0.210013,1.64147,-0.255931,0.118727,0.130353,-0.950479
173.708,2.625,0.000960532,-0.210703,1.63992,-0.272948,0.124154,0.132209,-0.944778
173.717,2.634,0.000834722,-0.211136,1.63962,-0.260446,0.121756,0.131188,-0.948754
173.725,2.642,0.000725443,-0.211261,1.63965,-0.257575,0.122203,0.131139,-0.949486
173.733,2.65,0.000590837,-0.21142,1.64038,-0.2497,0.126335,0.130271,-0.951167
173.742,2.659,0.0005589,-0.211741,1.64045,-0.270358,0.118742,0.133275,-0.946068
173.75,2.667,0.000543466,-0.211775,1.64041,-0.270341,0.118398,0.133623,-0.946067
173.758,2.675,0.000516262,-0.211757,1.64048,-0.272097,0.118023,0.134199,-0.945529
173.767,2.684,0.000491227,-0.211719,1.64053,-0.274393,0.118026,0.134529,-0.944818
173.775,2.692,0.000491708,-0.211727,1.64054,-0.274976,0.118347,0.134617,-0.944595
173.783,2.7,0.000489554,-0.211741,1.64057,-0.274869,0.118302,0.134563,-0.94464
173.792,2.709,0.000502893,-0.211802,1.64056,-0.273537,0.118616,0.134401,-0.94501
173.8,2.717,0.00050984,-0.211817,1.64051,-0.273194,0.118594,0.134333,-0.945122
173.808,2.725,0.000532654,-0.211861,1.64047,-0.272021,0.118971,0.134017,-0.945458
173.817,2.734,0.000567993,-0.211858,1.6403,-0.272779,0.119113,0.134004,-0.945223
173.825,2.742,0.000560981,-0.211928,1.63995,-0.268555,0.121462,0.132742,-0.946311
173.833,2.75,0.000611893,-0.211935,1.63982,-0.268596,0.12184,0.132669,-0.946261
173.842,2.759,0.000647497,-0.21198,1.63978,-0.268167,0.121624,0.132771,-0.946396
173.85,2.767,0.000658897,-0.211958,1.63973,-0.269113,0.121735,0.132922,-0.946092
173.858,2.775,0.000659314,-0.21197,1.63971,-0.268682,0.121665,0.132962,-0.946218
173.867,2.784,0.00064523,-0.211942,1.63974,-0.269884,0.121412,0.133111,-0.945888
173.875,2.792,0.000637433,-0.211947,1.63977,-0.27014,0.121567,0.133154,-0.945788
173.883,2.8,0.000633507,-0.211936,1.63983,-0.271828,0.121439,0.133372,-0.94529
173.892,2.809,0.000621935,-0.211934,1.63984,-0.271382,0.121115,0.133359,-0.945462
173.9,2.817,0.000613744,-0.211912,1.63985,-0.272705,0.121509,0.133361,-0.945031
173.908,2.825,0.00061981,-0.211904,1.63986,-0.272347,0.120785,0.133414,-0.945219
173.917,2.834,0.000627433,-0.211889,1.63984,-0.27234,0.121162,0.133336,-0.945184
173.925,2.842,0.000700979,-0.211907,1.64018,-0.274182,0.119891,0.134109,-0.944704
173.933,2.85,0.000652177,-0.211921,1.63979,-0.271488,0.120984,0.133345,-0.94545
173.942,2.859,0.000664075,-0.211954,1.63973,-0.271059,0.121538,0.13331,-0.945507
173.95,2.867,0.000676998,-0.211975,1.63971,-0.270587,0.121532,0.133363,-0.945636
173.958,2.875,0.000677664,-0.211991,1.63971,-0.271516,0.120917,0.133705,-0.9454
173.967,2.884,0.000666255,-0.211995,1.63974,-0.270816,0.121125,0.133657,-0.945581
173.975,2.892,0.000662707,-0.21199,1.63973,-0.271067,0.121193,0.133715,-0.945492
173.983,2.9,0.000655173,-0.211982,1.63972,-0.270988,0.121295,0.133773,-0.945494
173.992,2.909,0.000638507,-0.211978,1.63977,-0.272064,0.121019,0.133938,-0.945196
174,2.917,0.00063676,-0.211975,1.63975,-0.272151,0.120693,0.133951,-0.945211
174.008,2.925,0.000634097,-0.211976,1.63975,-0.271905,0.121334,0.133851,-0.945214
174.017,2.934,0.000629027,-0.211986,1.63976,-0.27166,0.121387,0.133837,-0.94528
174.025,2.942,0.000635019,-0.211995,1.63972,-0.270888,0.121586,0.133672,-0.945499
174.033,2.95,0.000642769,-0.21201,1.63974,-0.27063,0.121152,0.13372,-0.945622
174.042,2.959,0.000646994,-0.212026,1.63972,-0.269777,0.121326,0.133548,-0.945868
174.05,2.967,0.000653538,-0.212034,1.63968,-0.269629,0.120956,0.133702,-0.945935
174.058,2.975,0.000663562,-0.212038,1.63967,-0.269641,0.121365,0.133689,-0.945882
174.067,2.984,0.000658542,-0.212044,1.63965,-0.268844,0.12117,0.133599,-0.946146
174.075,2.992,0.000650377,-0.212045,1.63966,-0.268357,0.120808,0.133616,-0.946328
174.083,3,0.000648309,-0.212041,1.63963,-0.268385,0.121356,0.133522,-0.946263
174.092,3.009,0.000638937,-0.212037,1.63966,-0.267838,0.121276,0.133429,-0.946442
174.1,3.017,0.000627263,-0.212039,1.63969,-0.267075,0.121341,0.133268,-0.946672
174.108,3.025,0.000632751,-0.21204,1.6397,-0.266705,0.121133,0.133171,-0.946816
174.117,3.034,0.000633754,-0.212021,1.63964,-0.266001,0.121657,0.132831,-0.946995
174.125,3.042,0.000642325,-0.212028,1.63963,-0.265706,0.122076,0.132627,-0.947052
174.133,3.05,0.000654967,-0.212031,1.63962,-0.264967,0.121798,0.132451,-0.94732
174.142,3.059,0.00067101,-0.212039,1.63955,-0.26345,0.121786,0.13215,-0.947786
174.15,3.067,0.000645656,-0.212167,1.63987,-0.252668,0.116202,0.130948,-0.951582
174.158,3.075,0.000669159,-0.212182,1.6398,-0.251975,0.116617,0.130794,-0.951736
174.167,3.084,0.000696279,-0.212182,1.63975,-0.251678,0.117024,0.130704,-0.951777
174.175,3.092,0.000736597,-0.212183,1.63973,-0.251589,0.116976,0.130685,-0.951809
174.183,3.1,0.000813554,-0.212141,1.63966,-0.252451,0.117207,0.131,-0.951509
174.192,3.109,0.000877671,-0.212097,1.6396,-0.252732,0.116958,0.131107,-0.951451
174.2,3.117,0.00100653,-0.211921,1.63917,-0.263594,0.1212,0.13229,-0.947802
174.208,3.125,0.00109035,-0.211742,1.63907,-0.266825,0.120367,0.132493,-0.946975
174.217,3.134,0.00126538,-0.211201,1.63848,-0.255733,0.121888,0.13146,-0.94998
174.225,3.142,0.00129008,-0.210558,1.63853,-0.274589,0.121768,0.133283,-0.944462
174.233,3.15,0.00136253,-0.209597,1.63932,-0.257818,0.112879,0.132144,-0.950435
174.242,3.159,0.0013335,-0.207981,1.63887,-0.282959,0.118657,0.132968,-0.94243
174.25,3.167,0.00132226,-0.206318,1.63982,-0.290287,0.117617,0.134261,-0.940146
174.258,3.175,0.00154951,-0.203794,1.63935,-0.293978,0.11472,0.133954,-0.9394
174.267,3.184,0.00222565,-0.201078,1.64043,-0.27368,0.0972162,0.134203,-0.947437
174.275,3.192,0.00324625,-0.197775,1.63883,-0.234525,0.0959246,0.12877,-0.958757
174.283,3.2,0.00417945,-0.195086,1.63886,-0.272351,0.101063,0.129541,-0.948067
174.292,3.209,0.00585491,-0.191509,1.63785,-0.22717,0.0931142,0.121768,-0.961715
174.3,3.217,0.00739612,-0.188195,1.63686,-0.249596,0.108369,0.118336,-0.954963
174.308,3.225,0.00926096,-0.184651,1.63598,-0.268405,0.102502,0.116726,-0.950698
174.317,3.234,0.0112331,-0.180953,1.63594,-0.291186,0.0964693,0.116891,-0.944585
174.325,3.242,0.0132697,-0.176763,1.6339,-0.290243,0.1212,0.107489,-0.943141
174.333,3.25,0.0152987,-0.172296,1.62975,-0.294589,0.141623,0.100117,-0.939753
174.342,3.259,0.0170752,-0.168341,1.62718,-0.34037,0.130736,0.100493,-0.92572
174.35,3.267,0.0191877,-0.163979,1.62663,-0.294419,0.15297,0.0904849,-0.939005
174.358,3.275,0.0209345,-0.159983,1.62467,-0.318631,0.15719,0.0879425,-0.930608
174.367,3.284,0.0227186,-0.156581,1.62617,-0.370248,0.1369,0.0911668,-0.914256
174.375,3.292,0.023571,-0.152349,1.62266,-0.35127,0.154659,0.0863973,-0.919362
174.383,3.3,0.0246053,-0.148739,1.62058,-0.326838,0.161798,0.0835328,-0.927373
174.392,3.309,0.0252387,-0.145742,1.61933,-0.328619,0.159994,0.0821271,-0.927182
174.4,3.317,0.0256947,-0.142962,1.61813,-0.328929,0.158242,0.0818861,-0.927394
174.408,3.325,0.0259361,-0.140754,1.61858,-0.348091,0.145915,0.0840503,-0.922213
174.417,3.334,0.0265906,-0.139118,1.62007,-0.373526,0.125552,0.0881051,-0.914851
174.425,3.342,0.0262878,-0.136474,1.61431,-0.333611,0.145122,0.083436,-0.927729
174.433,3.35,0.0265537,-0.135004,1.61533,-0.344473,0.142019,0.0853087,-0.924062
174.442,3.359,0.0263355,-0.133557,1.61213,-0.342768,0.136928,0.0876243,-0.925248
174.45,3.367,0.0270198,-0.133401,1.61608,-0.374082,0.12538,0.0898217,-0.914481
174.458,3.375,0.0267927,-0.132428,1.61389,-0.353922,0.142901,0.0876493,-0.920128
174.467,3.384,0.0267241,-0.132395,1.61339,-0.355324,0.14317,0.0884331,-0.919471
174.475,3.392,0.026634,-0.132606,1.61276,-0.354407,0.146151,0.0896802,-0.919235
174.483,3.4,0.0258252,-0.133375,1.60856,-0.368675,0.126151,0.0964233,-0.915897
174.492,3.409,0.0260356,-0.134045,1.60891,-0.341554,0.1502,0.0933013,-0.923079
174.5,3.417,0.0252761,-0.136091,1.60854,-0.367021,0.125369,0.10018,-0.916265
174.508,3.425,0.0254403,-0.137609,1.61035,-0.330435,0.153174,0.0962202,-0.926333
174.517,3.434,0.0252471,-0.139892,1.61182,-0.33949,0.154643,0.099892,-0.922418
174.525,3.442,0.0246289,-0.14266,1.61176,-0.336931,0.15419,0.102343,-0.923162
174.533,3.45,0.023346,-0.145712,1.60955,-0.338457,0.142652,0.108153,-0.923797
174.542,3.459,0.0228805,-0.149167,1.6116,-0.320036,0.15347,0.107924,-0.928642
174.55,3.467,0.0222978,-0.15264,1.61349,-0.306351,0.163859,0.11085,-0.931135
174.558,3.475,0.0207503,-0.157131,1.614,-0.351637,0.130364,0.122232,-0.918921
174.567,3.484,0.0196968,-0.160654,1.61376,-0.330688,0.14003,0.126133,-0.924731
174.575,3.492,0.0189837,-0.165258,1.6186,-0.336763,0.146456,0.127929,-0.92129
174.583,3.5,0.0176161,-0.169491,1.61838,-0.330081,0.130032,0.135545,-0.925076
174.592,3.509,0.0170425,-0.173526,1.62107,-0.307666,0.144839,0.137315,-0.930327
174.6,3.517,0.0163944,-0.179043,1.6265,-0.340544,0.114762,0.145749,-0.921746
174.608,3.525,0.0150608,-0.182772,1.62504,-0.296817,0.140006,0.140657,-0.934084
174.617,3.534,0.0140189,-0.18774,1.62721,-0.299498,0.130584,0.141191,-0.934513
174.625,3.542,0.0130946,-0.193044,1.62956,-0.321146,0.120022,0.140048,-0.928895
174.633,3.55,0.0120369,-0.198383,1.63275,-0.317916,0.10953,0.135383,-0.931989
174.642,3.559,0.0110451,-0.203928,1.63778,-0.294151,0.0852043,0.129019,-0.94317
174.65,3.567,0.00995761,-0.207575,1.6385,-0.359796,0.0970829,0.132112,-0.918514
174.658,3.575,0.00998108,-0.20754,1.63841,-0.311225,0.105639,0.135345,-0.934699
174.667,3.584,0.0111393,-0.209178,1.63858,-0.274917,0.119108,0.143344,-0.943232
174.675,3.592,0.0121841,-0.210187,1.63747,-0.25706,0.104111,0.136111,-0.951081
174.683,3.6,0.0122586,-0.210474,1.63641,-0.266041,0.112208,0.138662,-0.947314
174.692,3.609,0.0119089,-0.210462,1.63621,-0.269829,0.107242,0.138778,-0.946801
174.7,3.617,0.0116182,-0.210753,1.63598,-0.267181,0.101365,0.140139,-0.947998
174.708,3.625,0.0113291,-0.211453,1.63648,-0.270609,0.0949692,0.14154,-0.94748
174.717,3.634,0.0112036,-0.211715,1.63619,-0.263779,0.0932473,0.141676,-0.949554
174.725,3.642,0.0111065,-0.211822,1.63636,-0.262162,0.0910678,0.14224,-0.950129
174.733,3.65,0.0110623,-0.211873,1.63633,-0.26232,0.0906319,0.142683,-0.950061
174.742,3.659,0.0110542,-0.211956,1.63629,-0.261271,0.0896003,0.143167,-0.950375
174.75,3.667,0.0110274,-0.212008,1.6363,-0.25888,0.0884183,0.143312,-0.951118
174.758,3.675,0.0110002,-0.212026,1.63637,-0.260122,0.0877443,0.143916,-0.95075
174.767,3.684,0.0109692,-0.212032,1.63645,-0.261273,0.0876036,0.144191,-0.950406
174.775,3.692,0.0109745,-0.212049,1.63642,-0.261058,0.0877355,0.144147,-0.950459
174.783,3.7,0.0109892,-0.212079,1.63638,-0.260422,0.088152,0.14403,-0.950613
174.792,3.709,0.0109971,-0.212108,1.63635,-0.260755,0.0888608,0.143972,-0.950464
174.8,3.717,0.0110037,-0.212152,1.6363,-0.259487,0.0889518,0.143653,-0.950851
174.808,3.725,0.0109978,-0.21229,1.63638,-0.24931,0.0871667,0.141781,-0.954015
174.817,3.734,0.0110275,-0.212334,1.63625,-0.249725,0.0879386,0.141832,-0.953828
174.825,3.742,0.0110498,-0.212369,1.63611,-0.248582,0.0883586,0.141593,-0.954123
174.833,3.75,0.0110765,-0.212407,1.63607,-0.248539,0.088175,0.141738,-0.95413
174.842,3.759,0.0110961,-0.212417,1.636,-0.248528,0.0885569,0.141933,-0.954068
174.85,3.767,0.0111032,-0.21242,1.63597,-0.248506,0.0882016,0.14199,-0.954098
174.858,3.775,0.0111069,-0.212408,1.63594,-0.249692,0.0885045,0.142125,-0.953741
174.867,3.784,0.0111136,-0.212401,1.63602,-0.250663,0.0883437,0.142282,-0.953478
174.875,3.792,0.0111063,-0.212372,1.63603,-0.251312,0.0886582,0.142194,-0.953291
174.883,3.8,0.011102,-0.212354,1.63607,-0.252061,0.0884049,0.142263,-0.953106
174.892,3.809,0.0110959,-0.212318,1.63613,-0.253072,0.0881669,0.14226,-0.952861
174.9,3.817,0.0110981,-0.212297,1.63612,-0.253818,0.0886054,0.142216,-0.952628
174.908,3.825,0.0111017,-0.212285,1.63615,-0.252986,0.0889202,0.141846,-0.952875
174.917,3.834,0.0111111,-0.212271,1.63612,-0.253693,0.0892329,0.141876,-0.952653
174.925,3.842,0.011119,-0.212278,1.63613,-0.25348,0.0896284,0.141719,-0.952697
174.933,3.85,0.0111275,-0.212308,1.63608,-0.253697,0.0895524,0.141703,-0.952648
174.942,3.859,0.0111286,-0.212329,1.63606,-0.253588,0.0894683,0.141842,-0.952664
174.95,3.867,0.0111358,-0.212354,1.63598,-0.253318,0.0897467,0.141847,-0.952709
174.958,3.875,0.0111301,-0.212368,1.63595,-0.253335,0.0895539,0.142001,-0.9527
174.967,3.884,0.0111262,-0.212373,1.63597,-0.253868,0.0890946,0.14225,-0.952564
174.975,3.892,0.0111111,-0.212368,1.636,-0.253985,0.0888347,0.142245,-0.952558
174.983,3.9,0.0110955,-0.212363,1.63601,-0.254305,0.0887805,0.142294,-0.95247
174.992,3.909,0.0110881,-0.212349,1.63604,-0.254407,0.0883711,0.142407,-0.952464
175,3.917,0.0110865,-0.212346,1.63608,-0.255168,0.0885857,0.142528,-0.952223
175.008,3.925,0.0110839,-0.212355,1.63612,-0.254712,0.0885461,0.142321,-0.952379
175.017,3.934,0.0110876,-0.212365,1.63604,-0.254171,0.0890036,0.14208,-0.952517
175.025,3.942,0.0111065,-0.212387,1.63601,-0.253559,0.0889601,0.141905,-0.95271
175.033,3.95,0.0111164,-0.212407,1.63596,-0.253521,0.089457,0.14186,-0.952681
175.042,3.959,0.0111333,-0.212434,1.63595,-0.252428,0.0897695,0.141531,-0.95299
175.05,3.967,0.0111416,-0.212455,1.6359,-0.252309,0.0902263,0.141513,-0.952981
175.058,3.975,0.0111406,-0.212469,1.63591,-0.251505,0.089914,0.141392,-0.953242
175.067,3.984,0.0111484,-0.212476,1.63586,-0.251186,0.0905207,0.141314,-0.95328
175.075,3.992,0.0111386,-0.212493,1.63586,-0.251197,0.0899451,0.141295,-0.953334
175.083,4,0.011142,-0.212504,1.63586,-0.250374,0.090456,0.14101,-0.953544
175.092,4.009,0.0111379,-0.212518,1.63586,-0.249459,0.090629,0.140803,-0.953798
175.1,4.017,0.0111101,-0.212621,1.63576,-0.259973,0.0922317,0.141444,-0.950737
175.108,4.025,0.0111201,-0.212627,1.63577,-0.260661,0.0923329,0.141482,-0.950533
175.117,4.034,0.0111701,-0.212543,1.63578,-0.247083,0.0921845,0.13981,-0.954414
175.125,4.042,0.0111507,-0.212638,1.63568,-0.258962,0.0929223,0.140746,-0.951049
175.133,4.05,0.0111792,-0.212646,1.63567,-0.257866,0.0937156,0.140348,-0.951328
175.142,4.059,0.0112069,-0.212663,1.63559,-0.258267,0.0946196,0.140116,-0.951164
175.15,4.067,0.0112302,-0.212665,1.63554,-0.257447,0.0949644,0.139711,-0.951411
175.158,4.075,0.0112573,-0.212673,1.63551,-0.257647,0.0951057,0.139485,-0.951376
175.167,4.084,0.0112861,-0.212649,1.63545,-0.257335,0.095635,0.139052,-0.951471
175.175,4.092,0.011306,-0.212619,1.63549,-0.257504,0.0962139,0.138584,-0.951435
175.183,4.1,0.0113291,-0.212613,1.63549,-0.256794,0.0963597,0.138027,-0.951693
175.192,4.109,0.0113298,-0.212566,1.63549,-0.256576,0.0961185,0.137472,-0.951857
175.2,4.117,0.0113148,-0.212325,1.63545,-0.247072,0.0944831,0.135773,-0.954774
175.208,4.125,0.0111749,-0.211988,1.63558,-0.251676,0.0905623,0.134675,-0.954107
175.217,4.134,0.0109478,-0.211256,1.63567,-0.270612,0.0888145,0.13443,-0.94911
175.225,4.142,0.0105997,-0.210118,1.63556,-0.274953,0.103167,0.127511,-0.947364
175.233,4.15,0.00972985,-0.209113,1.6356,-0.331483,0.0934142,0.128761,-0.929954
175.242,4.159,0.0092312,-0.207024,1.63679,-0.283273,0.0817344,0.12033,-0.947943
175.25,4.167,0.00861655,-0.205177,1.63777,-0.287364,0.0727582,0.115105,-0.948092
175.258,4.175,0.00805113,-0.203022,1.63634,-0.279719,0.0770873,0.105933,-0.951101
175.267,4.184,0.00817291,-0.200572,1.63593,-0.235776,0.0735686,0.0942802,-0.964421
175.275,4.192,0.00848702,-0.197224,1.63506,-0.241877,0.0760508,0.0926125,-0.962878
175.283,4.2,0.00888318,-0.19299,1.6353,-0.234948,0.0704595,0.091049,-0.965166
175.292,4.209,0.00932595,-0.188454,1.63318,-0.252139,0.0784509,0.0897076,-0.960325
175.3,4.217,0.010174,-0.18412,1.63403,-0.247331,0.0726913,0.0867601,-0.962297
175.308,4.225,0.0111079,-0.179513,1.63125,-0.268968,0.0915123,0.0827325,-0.955216
175.317,4.234,0.0121049,-0.174797,1.63076,-0.268802,0.0900118,0.0796169,-0.95567
175.325,4.242,0.0128123,-0.169893,1.6279,-0.299109,0.105614,0.0771961,-0.945209
175.333,4.25,0.0138745,-0.164735,1.62613,-0.298945,0.11895,0.0727585,-0.944028
175.342,4.259,0.0148187,-0.160058,1.62644,-0.302357,0.116766,0.0712589,-0.943328
175.35,4.267,0.0154814,-0.155283,1.62328,-0.316694,0.123947,0.0678941,-0.937941
175.358,4.275,0.0161918,-0.15072,1.62275,-0.31824,0.120417,0.067048,-0.937938
175.367,4.284,0.0170993,-0.14605,1.62228,-0.318514,0.130496,0.065614,-0.936597
175.375,4.292,0.0172827,-0.142112,1.61967,-0.330382,0.126577,0.0642178,-0.933114
175.383,4.3,0.0176703,-0.13812,1.61677,-0.332595,0.131396,0.0621206,-0.931803
175.392,4.309,0.0185188,-0.134932,1.61887,-0.366422,0.119487,0.0652379,-0.920436
175.4,4.317,0.0184864,-0.131362,1.61662,-0.328671,0.132394,0.061276,-0.933109
175.408,4.325,0.0186039,-0.128544,1.61538,-0.330595,0.132669,0.0612737,-0.93239
175.417,4.334,0.0189324,-0.126421,1.61495,-0.366991,0.122744,0.0640639,-0.919863
175.425,4.342,0.0184953,-0.124022,1.61031,-0.33695,0.135048,0.0611051,-0.929781
175.433,4.35,0.0185127,-0.122538,1.61065,-0.335055,0.13006,0.0632156,-0.931035
175.442,4.359,0.0185245,-0.121228,1.60777,-0.332747,0.139171,0.062295,-0.930607
175.45,4.367,0.0180514,-0.120691,1.6059,-0.355192,0.122911,0.069215,-0.924089
175.458,4.375,0.0179586,-0.120688,1.60479,-0.365558,0.121867,0.0705387,-0.920076
175.467,4.384,0.0177173,-0.120935,1.60388,-0.363939,0.120085,0.0739162,-0.920687
175.475,4.392,0.017777,-0.121483,1.60291,-0.341266,0.144821,0.0690309,-0.926175
175.483,4.4,0.0174099,-0.122955,1.60422,-0.345735,0.132897,0.0749528,-0.925844
175.492,4.409,0.0171384,-0.124426,1.60147,-0.339365,0.147129,0.0745172,-0.926084
175.5,4.417,0.0163921,-0.126716,1.6004,-0.357691,0.130585,0.0826074,-0.920967
175.508,4.425,0.0159983,-0.129487,1.60004,-0.36577,0.12604,0.0864882,-0.918066
175.517,4.434,0.0155763,-0.132436,1.60029,-0.350792,0.128625,0.0892577,-0.923273
175.525,4.442,0.0155024,-0.135736,1.60112,-0.330727,0.142635,0.088746,-0.928654
175.533,4.45,0.0150034,-0.139727,1.60205,-0.350233,0.142127,0.0919063,-0.921244
175.542,4.459,0.0141699,-0.143891,1.59952,-0.359305,0.127983,0.0986601,-0.919123
175.55,4.467,0.0141083,-0.148226,1.60256,-0.344964,0.144222,0.0980124,-0.922276
175.558,4.475,0.0134288,-0.152622,1.60092,-0.334266,0.141549,0.102731,-0.926108
175.567,4.484,0.0134252,-0.158106,1.60565,-0.359982,0.130072,0.108429,-0.917463
175.575,4.492,0.0127855,-0.162217,1.60395,-0.306453,0.154657,0.107209,-0.933099
175.583,4.5,0.0120818,-0.167291,1.6045,-0.31785,0.144666,0.113962,-0.930084
175.592,4.509,0.0114819,-0.17263,1.60581,-0.327509,0.138005,0.118452,-0.927179
175.6,4.517,0.0112434,-0.177998,1.60856,-0.325696,0.135616,0.121337,-0.927797
175.608,4.525,0.0108549,-0.182959,1.6086,-0.326427,0.149237,0.120975,-0.925494
175.617,4.534,0.010461,-0.188194,1.60958,-0.295958,0.150949,0.119068,-0.935653
175.625,4.542,0.00988495,-0.194033,1.6123,-0.323167,0.143338,0.119215,-0.927796
175.633,4.55,0.00920383,-0.199819,1.61453,-0.298351,0.130999,0.115102,-0.938391
175.642,4.559,0.00823071,-0.205784,1.61661,-0.314382,0.111909,0.113347,-0.935838
175.65,4.567,0.0076399,-0.210124,1.61746,-0.380697,0.132431,0.114572,-0.907968
175.658,4.575,0.00799199,-0.210975,1.61802,-0.292457,0.148338,0.119642,-0.937097
175.667,4.584,0.00907603,-0.213525,1.61695,-0.295803,0.135284,0.135851,-0.935812
175.675,4.592,0.010304,-0.214519,1.61638,-0.231651,0.125072,0.124662,-0.956637
175.683,4.6,0.010531,-0.214496,1.61629,-0.232854,0.126636,0.125635,-0.956011
175.692,4.609,0.010101,-0.214513,1.61635,-0.2477,0.12028,0.12718,-0.952892
175.7,4.617,0.00974747,-0.214781,1.61625,-0.246557,0.116794,0.12805,-0.953505
175.708,4.625,0.00953143,-0.215123,1.61603,-0.240211,0.115684,0.127854,-0.955285
175.717,4.634,0.00930834,-0.215358,1.61616,-0.25313,0.112511,0.129811,-0.952059
175.725,4.642,0.00917899,-0.215388,1.61626,-0.256056,0.109983,0.130903,-0.951422
175.733,4.65,0.00916803,-0.215528,1.61622,-0.253428,0.1083,0.130925,-0.952315
175.742,4.659,0.00912331,-0.215618,1.61625,-0.253377,0.107261,0.131336,-0.95239
175.75,4.667,0.00898142,-0.215634,1.61634,-0.252629,0.105308,0.131435,-0.952793
175.758,4.675,0.00892498,-0.215606,1.61637,-0.25523,0.104527,0.132026,-0.952103
175.767,4.684,0.00892363,-0.215624,1.61642,-0.254975,0.105371,0.131824,-0.952107
175.775,4.692,0.00893725,-0.215664,1.61649,-0.254766,0.105333,0.131755,-0.952177
175.783,4.7,0.00893835,-0.215706,1.61641,-0.253811,0.107005,0.131202,-0.952322
175.792,4.709,0.00894359,-0.215728,1.61546,-0.260613,0.115856,0.1299,-0.949623
175.8,4.717,0.00894521,-0.215786,1.61545,-0.258319,0.116004,0.129313,-0.950312
175.808,4.725,0.00895461,-0.215818,1.61536,-0.255991,0.116721,0.128761,-0.950929
175.817,4.734,0.00898159,-0.215866,1.61531,-0.255164,0.116653,0.128698,-0.951168
175.825,4.742,0.009007,-0.215903,1.61527,-0.253589,0.116881,0.128294,-0.951615
175.833,4.75,0.00903414,-0.215934,1.6152,-0.253735,0.117213,0.128233,-0.951544
175.842,4.759,0.00903616,-0.215929,1.61522,-0.253926,0.116763,0.128217,-0.951551
175.85,4.767,0.00904525,-0.215914,1.61522,-0.254904,0.117279,0.128091,-0.951243
175.858,4.775,0.00904227,-0.215884,1.61524,-0.256448,0.117017,0.12817,-0.950849
175.867,4.784,0.00903791,-0.215852,1.61524,-0.2576,0.11691,0.128187,-0.950548
175.875,4.792,0.00902676,-0.215824,1.61532,-0.258957,0.116905,0.12833,-0.950161
175.883,4.8,0.00901341,-0.215806,1.61535,-0.260577,0.11677,0.12838,-0.949728
175.892,4.809,0.00900415,-0.215777,1.61534,-0.261191,0.11644,0.128461,-0.949589
175.9,4.817,0.0089994,-0.215768,1.61534,-0.262023,0.116711,0.128498,-0.949321
175.908,4.825,0.00900283,-0.215752,1.61533,-0.26315,0.116651,0.128601,-0.949003
175.917,4.834,0.00900132,-0.215748,1.61535,-0.262796,0.116395,0.12845,-0.949153
175.925,4.842,0.00900537,-0.215764,1.61533,-0.262971,0.116054,0.12855,-0.949133
175.933,4.85,0.00901507,-0.215771,1.61532,-0.26281,0.116753,0.128464,-0.949103
175.942,4.859,0.00902037,-0.215781,1.61533,-0.262901,0.116429,0.128425,-0.949123
175.95,4.867,0.00905302,-0.215781,1.61533,-0.262434,0.116497,0.128293,-0.949262
175.958,4.875,0.00905092,-0.215771,1.61529,-0.263577,0.116842,0.12838,-0.948891
