t0, t, x, y, z, qx, qy, qz, qw
1131.18,2.48,-0.147572,0.263847,1.45393,0.261667,0.295296,0.844656,-0.361783
1131.18,2.48,-0.14758,0.263524,1.45397,0.261412,0.296752,0.845442,-0.358928
1131.19,2.49,-0.147726,0.263438,1.45375,0.261455,0.296487,0.845724,-0.358453
1131.2,2.5,-0.148055,0.263632,1.45352,0.261601,0.296647,0.845071,-0.359749
1131.21,2.51,-0.148536,0.263981,1.45327,0.261256,0.296481,0.844015,-0.362606
1131.22,2.52,-0.149034,0.264374,1.45306,0.262459,0.296223,0.842321,-0.365872
1131.22,2.52,-0.149446,0.264715,1.45289,0.263442,0.296613,0.840826,-0.36828
1131.23,2.53,-0.149701,0.264855,1.45276,0.265406,0.296962,0.839674,-0.369216
1131.24,2.54,-0.149757,0.264783,1.45265,0.266848,0.29648,0.839353,-0.369295
1131.25,2.55,-0.149646,0.264481,1.45258,0.268983,0.295766,0.839342,-0.368342
1131.26,2.56,-0.149418,0.264018,1.45256,0.270604,0.294694,0.83988,-0.366785
1131.27,2.57,-0.149126,0.263488,1.45259,0.271286,0.295631,0.84053,-0.364025
1131.28,2.58,-0.148808,0.26301,1.45256,0.272286,0.296238,0.84111,-0.361437
1131.28,2.58,-0.148565,0.262701,1.45257,0.272667,0.295928,0.841815,-0.359759
1131.29,2.59,-0.148435,0.262584,1.45262,0.272739,0.295201,0.84226,-0.359261
1131.3,2.6,-0.148424,0.26267,1.45268,0.272761,0.294755,0.842251,-0.359631
1131.31,2.61,-0.148477,0.262877,1.45271,0.272143,0.294374,0.842201,-0.360526
1131.32,2.62,-0.148547,0.263132,1.45273,0.270867,0.293604,0.842446,-0.361541
1131.33,2.63,-0.148637,0.263388,1.45292,0.270513,0.293337,0.842502,-0.361893
1131.33,2.63,-0.148668,0.263518,1.45301,0.269118,0.292941,0.843085,-0.361896
1131.34,2.64,-0.148688,0.263529,1.45311,0.268836,0.292983,0.843391,-0.361358
1131.35,2.65,-0.148664,0.263406,1.45316,0.267863,0.293562,0.843823,-0.360602
1131.36,2.66,-0.148632,0.263188,1.45321,0.267071,0.2944,0.844177,-0.359676
1131.37,2.67,-0.148567,0.262892,1.4532,0.266689,0.295431,0.844395,-0.358603
1131.38,2.68,-0.148496,0.262605,1.45322,0.266513,0.296119,0.844678,-0.357495
1131.38,2.68,-0.148431,0.262383,1.45325,0.266524,0.296207,0.84504,-0.356558
1131.39,2.69,-0.148403,0.262247,1.4533,0.266127,0.296572,0.845405,-0.355684
1131.4,2.7,-0.148418,0.262212,1.45331,0.265879,0.296794,0.845584,-0.35526
1131.41,2.71,-0.148468,0.262273,1.45325,0.265338,0.29682,0.84571,-0.355343
1131.42,2.72,-0.148556,0.262416,1.45325,0.26441,0.296758,0.845839,-0.355779
1131.43,2.73,-0.148658,0.262541,1.45324,0.263084,0.297086,0.846025,-0.356047
1131.43,2.73,-0.148756,0.26265,1.45329,0.261891,0.296922,0.846328,-0.356341
1131.44,2.74,-0.148807,0.262683,1.45337,0.260702,0.297237,0.846633,-0.356227
1131.45,2.75,-0.148797,0.262607,1.45347,0.259924,0.297936,0.846914,-0.355544
1131.46,2.76,-0.148704,0.262438,1.45356,0.259318,0.298421,0.847336,-0.354571
1131.47,2.77,-0.148571,0.26225,1.45379,0.25912,0.297813,0.847968,-0.353714
1131.47,2.77,-0.148424,0.262046,1.45402,0.259471,0.297757,0.84836,-0.352564
1131.48,2.78,-0.148289,0.261873,1.45416,0.259003,0.297804,0.848932,-0.351489
1131.49,2.79,-0.148176,0.261786,1.45427,0.2577,0.297385,0.849653,-0.35106
1131.5,2.8,-0.14813,0.261773,1.45431,0.256418,0.296907,0.850131,-0.351246
1131.51,2.81,-0.148151,0.261834,1.45444,0.255865,0.297218,0.850092,-0.35148
1131.52,2.82,-0.148178,0.261918,1.45455,0.255086,0.29753,0.850125,-0.351701
1131.53,2.83,-0.148184,0.261968,1.45462,0.254223,0.29796,0.850293,-0.351558
1131.53,2.83,-0.14816,0.261939,1.45471,0.253206,0.297937,0.850707,-0.35131
1131.54,2.84,-0.148108,0.261816,1.45481,0.252126,0.298599,0.851135,-0.350485
1131.55,2.85,-0.148012,0.261675,1.45478,0.251037,0.299467,0.85169,-0.349176
1131.56,2.86,-0.147916,0.26159,1.45482,0.250425,0.299962,0.852214,-0.347909
1131.57,2.87,-0.147834,0.261566,1.45485,0.250261,0.299651,0.852626,-0.347286
1131.58,2.88,-0.147804,0.261613,1.45488,0.250428,0.299483,0.852601,-0.347372
1131.58,2.88,-0.147827,0.261702,1.45492,0.250802,0.299357,0.852228,-0.348125
1131.59,2.89,-0.147885,0.261792,1.45494,0.251002,0.299017,0.851915,-0.349039
1131.6,2.9,-0.147928,0.261876,1.45499,0.251092,0.298653,0.851804,-0.349556
1131.61,2.91,-0.147942,0.261928,1.45507,0.250995,0.298422,0.851958,-0.349447
1131.62,2.92,-0.147951,0.261988,1.45514,0.250528,0.297109,0.852559,-0.349436
1131.63,2.93,-0.14798,0.262064,1.45524,0.250124,0.296469,0.852917,-0.349396
1131.63,2.93,-0.148053,0.262169,1.45535,0.249584,0.29582,0.853149,-0.349764
1131.64,2.94,-0.148138,0.262266,1.45541,0.249004,0.295942,0.853149,-0.350076
1131.65,2.95,-0.14821,0.262322,1.45548,0.248474,0.295978,0.853157,-0.3504
1131.66,2.96,-0.148235,0.262327,1.4555,0.24786,0.296354,0.853265,-0.350256
1131.67,2.97,-0.148207,0.262288,1.45554,0.247474,0.296227,0.853551,-0.349938
1131.68,2.98,-0.148119,0.262219,1.4556,0.24712,0.296178,0.85396,-0.349232
1131.68,2.98,-0.147995,0.262145,1.45559,0.247274,0.296169,0.854255,-0.348408
1131.69,2.99,-0.147866,0.262105,1.45559,0.247431,0.295864,0.854531,-0.347879
1131.7,3,-0.147777,0.262104,1.45557,0.247649,0.296118,0.854562,-0.34743
1131.71,3.01,-0.147711,0.262133,1.45556,0.247983,0.296298,0.854459,-0.347291
1131.72,3.02,-0.14766,0.26219,1.45555,0.248092,0.296476,0.854376,-0.347266
1131.72,3.02,-0.147636,0.262274,1.45559,0.248288,0.296412,0.854169,-0.34769
1131.73,3.03,-0.147635,0.262355,1.45566,0.248137,0.296031,0.853999,-0.34854
1131.74,3.04,-0.147641,0.262426,1.45581,0.2477,0.295986,0.853927,-0.349063
1131.75,3.05,-0.147613,0.262433,1.45589,0.246583,0.296561,0.854144,-0.348836
1131.76,3.06,-0.147583,0.262407,1.45601,0.245269,0.297297,0.85455,-0.348142
1131.77,3.07,-0.147564,0.262324,1.45606,0.243853,0.297842,0.855038,-0.34747
1131.78,3.08,-0.147572,0.262187,1.45605,0.242577,0.299135,0.8553,-0.346608
1131.78,3.08,-0.147625,0.262077,1.45599,0.241024,0.30043,0.855544,-0.345968
1131.79,3.09,-0.14772,0.261952,1.45587,0.240089,0.302865,0.855241,-0.345243
1131.8,3.1,-0.147846,0.261825,1.45576,0.239556,0.304378,0.854797,-0.345382
1131.81,3.11,-0.147972,0.261715,1.45557,0.239717,0.305833,0.854127,-0.345644
1131.82,3.12,-0.148084,0.261632,1.45538,0.239595,0.30747,0.853481,-0.345871
1131.83,3.13,-0.148166,0.26156,1.45513,0.24008,0.308756,0.852676,-0.346375
1131.83,3.13,-0.148208,0.261507,1.45491,0.240809,0.3091,0.852027,-0.347158
1131.84,3.14,-0.148208,0.261489,1.45479,0.241914,0.309143,0.851389,-0.347915
1131.85,3.15,-0.148153,0.261452,1.4547,0.242841,0.309223,0.850911,-0.348368
1131.86,3.16,-0.14805,0.261401,1.45466,0.243538,0.309854,0.850539,-0.34823
1131.87,3.17,-0.147924,0.261332,1.45468,0.243679,0.310232,0.850578,-0.347697
1131.88,3.18,-0.14779,0.261233,1.45466,0.243295,0.310425,0.850981,-0.346807
1131.88,3.18,-0.147688,0.261149,1.45472,0.24229,0.310709,0.851595,-0.345748
1131.89,3.19,-0.147634,0.261048,1.4547,0.24126,0.311662,0.852021,-0.344559
1131.9,3.2,-0.147644,0.26095,1.4546,0.23991,0.312533,0.85237,-0.343849
1131.91,3.21,-0.147732,0.26087,1.45444,0.238917,0.313935,0.852248,-0.343566
1131.92,3.22,-0.14787,0.260776,1.45418,0.238031,0.315513,0.851801,-0.343844
1131.93,3.23,-0.148043,0.260683,1.45388,0.237177,0.317276,0.851166,-0.344383
1131.93,3.23,-0.148205,0.260556,1.45349,0.237284,0.318976,0.850368,-0.344711
1131.94,3.24,-0.148309,0.260413,1.45318,0.237847,0.319639,0.849861,-0.344958
1131.95,3.25,-0.148356,0.260217,1.45284,0.238965,0.319753,0.849575,-0.344784
1131.96,3.26,-0.148358,0.260045,1.45255,0.240456,0.320228,0.849324,-0.343925
1131.97,3.27,-0.14834,0.25992,1.45224,0.242215,0.319972,0.849122,-0.343425
1131.97,3.27,-0.148336,0.259839,1.452,0.243774,0.319728,0.848864,-0.343189
1131.98,3.28,-0.148356,0.259798,1.45173,0.245144,0.31953,0.848441,-0.343443
1131.99,3.29,-0.148398,0.259831,1.45166,0.24629,0.319478,0.847946,-0.343895
1132,3.3,-0.148429,0.25984,1.45153,0.246819,0.319764,0.847536,-0.344259
1132.01,3.31,-0.14846,0.259825,1.45146,0.247079,0.319794,0.847295,-0.344639
1132.02,3.32,-0.148476,0.259737,1.45132,0.247052,0.320305,0.847166,-0.344498
1132.03,3.33,-0.148487,0.259584,1.45121,0.246559,0.320777,0.847342,-0.343981
1132.03,3.33,-0.148498,0.259394,1.45102,0.246007,0.321367,0.847634,-0.343104
1132.04,3.34,-0.148548,0.259246,1.45094,0.245652,0.322596,0.847741,-0.341939
1132.05,3.35,-0.148641,0.259142,1.45083,0.245298,0.323788,0.847688,-0.341198
1132.06,3.36,-0.148807,0.259132,1.45079,0.246368,0.325035,0.846957,-0.341056
1132.07,3.37,-0.148995,0.259178,1.45059,0.246931,0.325886,0.846155,-0.341827
1132.08,3.38,-0.149192,0.259251,1.45032,0.247219,0.326993,0.845193,-0.342938
1132.08,3.38,-0.149369,0.259318,1.45006,0.247614,0.327619,0.844313,-0.344221
1132.09,3.39,-0.149489,0.25935,1.44986,0.248376,0.327996,0.843572,-0.34513
1132.1,3.4,-0.149535,0.259313,1.44973,0.249217,0.328203,0.843085,-0.345516
1132.11,3.41,-0.149503,0.259208,1.44963,0.249819,0.328418,0.842882,-0.345372
1132.12,3.42,-0.149414,0.259075,1.44959,0.250092,0.328128,0.84304,-0.345066
1132.13,3.43,-0.149324,0.258934,1.44958,0.250477,0.327888,0.843231,-0.344547
1132.13,3.43,-0.149262,0.258806,1.44955,0.250288,0.327615,0.843557,-0.344146
1132.14,3.44,-0.149267,0.258721,1.44952,0.250248,0.328073,0.843574,-0.343697
1132.15,3.45,-0.149332,0.258682,1.44949,0.249394,0.328699,0.843566,-0.343737
1132.16,3.46,-0.149448,0.258649,1.44941,0.249022,0.329439,0.843214,-0.344162
1132.17,3.47,-0.149585,0.258606,1.4493,0.248163,0.329951,0.842983,-0.344858
1132.18,3.48,-0.149702,0.258537,1.44921,0.247896,0.330685,0.84261,-0.34526
1132.18,3.48,-0.149774,0.258439,1.44911,0.248216,0.331478,0.842202,-0.345263
1132.19,3.49,-0.149795,0.258299,1.449,0.248558,0.33182,0.842014,-0.345148
1132.2,3.5,-0.14978,0.258151,1.44891,0.249592,0.331981,0.84172,-0.344963
1132.21,3.51,-0.149758,0.258012,1.44887,0.250431,0.332192,0.841466,-0.344771
1132.22,3.52,-0.149727,0.257851,1.4488,0.251477,0.332503,0.840994,-0.344863
1132.22,3.52,-0.149707,0.257657,1.44874,0.252345,0.332916,0.840475,-0.345095
1132.23,3.53,-0.149693,0.257427,1.44865,0.252929,0.333777,0.839983,-0.345035
1132.24,3.54,-0.149665,0.257128,1.44849,0.253259,0.334516,0.839663,-0.344855
1132.25,3.55,-0.149656,0.256823,1.4484,0.254232,0.335971,0.839072,-0.344161
1132.26,3.56,-0.149648,0.256484,1.44815,0.254241,0.335906,0.839163,-0.343996
1132.27,3.57,-0.149678,0.256156,1.448,0.254814,0.336272,0.838921,-0.343806
1132.28,3.58,-0.149741,0.255826,1.44781,0.255627,0.337273,0.838337,-0.343647
1132.28,3.58,-0.149838,0.255554,1.44762,0.256672,0.338805,0.837476,-0.34346
1132.29,3.59,-0.149949,0.255317,1.44739,0.257707,0.340008,0.836531,-0.343799
1132.3,3.6,-0.150066,0.255101,1.44715,0.259013,0.340801,0.835574,-0.344359
1132.31,3.61,-0.150148,0.254902,1.447,0.260134,0.34088,0.834841,-0.345212
1132.32,3.62,-0.150177,0.2547,1.44691,0.261489,0.341292,0.834037,-0.345725
1132.33,3.63,-0.150165,0.254518,1.44678,0.262743,0.341796,0.833462,-0.345663
1132.33,3.63,-0.150089,0.254449,1.44668,0.263719,0.341286,0.833473,-0.345397
1132.34,3.64,-0.149954,0.25441,1.44657,0.264841,0.339883,0.833688,-0.345403
1132.35,3.65,-0.149823,0.254406,1.44665,0.266081,0.339035,0.833766,-0.345095
1132.36,3.66,-0.149697,0.254416,1.44679,0.266914,0.337972,0.833967,-0.345009
1132.37,3.67,-0.149583,0.25444,1.44685,0.266775,0.337955,0.834125,-0.344751
1132.38,3.68,-0.149525,0.254442,1.44688,0.266119,0.338644,0.834173,-0.344464
1132.38,3.68,-0.149488,0.254463,1.44696,0.265517,0.338788,0.834315,-0.344443
1132.39,3.69,-0.149453,0.254459,1.44705,0.264515,0.339111,0.834622,-0.344154
1132.4,3.7,-0.149389,0.254454,1.44713,0.263544,0.339527,0.834974,-0.343635
1132.41,3.71,-0.149322,0.254449,1.44721,0.26292,0.33996,0.835242,-0.343033
1132.42,3.72,-0.149257,0.254442,1.44725,0.262262,0.340392,0.835514,-0.342444
1132.43,3.73,-0.149206,0.254435,1.44731,0.261757,0.340708,0.835752,-0.341936
1132.43,3.73,-0.149179,0.254412,1.4473,0.261575,0.340698,0.835883,-0.341765
1132.44,3.74,-0.149187,0.254379,1.44725,0.261633,0.341092,0.835782,-0.341575
1132.45,3.75,-0.149215,0.254341,1.44716,0.261678,0.340979,0.835686,-0.341887
1132.46,3.76,-0.149263,0.254316,1.4471,0.262498,0.340864,0.835289,-0.342343
1132.47,3.77,-0.149297,0.254299,1.44703,0.263126,0.34068,0.834949,-0.342873
1132.47,3.77,-0.149306,0.254283,1.44691,0.264027,0.340258,0.83463,-0.343376
1132.48,3.78,-0.149297,0.254267,1.44685,0.264313,0.340294,0.834468,-0.343515
1132.49,3.79,-0.14927,0.254264,1.44684,0.264734,0.339749,0.834471,-0.343721
1132.5,3.8,-0.14923,0.254244,1.44688,0.264844,0.339396,0.834569,-0.343748
1132.51,3.81,-0.149175,0.254223,1.44694,0.264326,0.339335,0.834912,-0.343374
1132.52,3.82,-0.1491,0.254175,1.44698,0.263377,0.340134,0.835294,-0.342382
1132.53,3.83,-0.149026,0.254121,1.447,0.262629,0.340327,0.835764,-0.341616
1132.53,3.83,-0.148955,0.254054,1.44701,0.261725,0.341182,0.836115,-0.340598
1132.54,3.84,-0.148894,0.253977,1.44699,0.260973,0.341457,0.836477,-0.340008
1132.55,3.85,-0.148848,0.253862,1.44696,0.260516,0.34197,0.836719,-0.339248
1132.56,3.86,-0.148805,0.253735,1.44692,0.260417,0.341412,0.837126,-0.33888
1132.57,3.87,-0.148709,0.253667,1.44686,0.260244,0.342398,0.837196,-0.337846
1132.58,3.88,-0.148631,0.253632,1.44675,0.259883,0.343246,0.837288,-0.337034
1132.58,3.88,-0.148591,0.253604,1.4467,0.260056,0.343641,0.837187,-0.336749
1132.59,3.89,-0.148587,0.25357,1.44666,0.260317,0.343561,0.837078,-0.336898
1132.6,3.9,-0.148564,0.25354,1.4466,0.260161,0.344116,0.83701,-0.336623
1132.61,3.91,-0.148532,0.253501,1.44653,0.25975,0.34521,0.836958,-0.335949
1132.62,3.92,-0.148513,0.253483,1.4465,0.259464,0.345586,0.836999,-0.335681
1132.63,3.93,-0.148499,0.253461,1.44647,0.259475,0.345792,0.836961,-0.335554
1132.63,3.93,-0.148488,0.253436,1.44639,0.259677,0.346179,0.836842,-0.335298
1132.64,3.94,-0.148489,0.253443,1.44637,0.259735,0.346241,0.836832,-0.335212
1132.65,3.95,-0.148514,0.253452,1.44637,0.259618,0.346059,0.836863,-0.335414
1132.66,3.96,-0.148563,0.25347,1.4464,0.259797,0.3461,0.836706,-0.335626
1132.67,3.97,-0.148621,0.253482,1.44636,0.259697,0.34613,0.836573,-0.336001
1132.68,3.98,-0.148684,0.253498,1.44635,0.259999,0.34676,0.836161,-0.336144
1132.68,3.98,-0.148747,0.253536,1.44635,0.259779,0.346513,0.836109,-0.336699
1132.69,3.99,-0.148782,0.253565,1.44637,0.25961,0.346377,0.836101,-0.336988
1132.7,4,-0.148798,0.253585,1.44643,0.259381,0.346353,0.836174,-0.337009
1132.71,4.01,-0.148782,0.2536,1.44647,0.258854,0.346342,0.836396,-0.336874
1132.72,4.02,-0.14876,0.253617,1.44651,0.258465,0.346763,0.836534,-0.336395
1132.72,4.02,-0.14875,0.253632,1.44655,0.257843,0.346721,0.836778,-0.33631
1132.73,4.03,-0.148758,0.253664,1.44658,0.257336,0.346868,0.836871,-0.336315
1132.74,4.04,-0.148778,0.253698,1.44658,0.257017,0.347277,0.836794,-0.336329
1132.75,4.05,-0.148824,0.253729,1.44659,0.25668,0.347374,0.836737,-0.336628
1132.76,4.06,-0.148906,0.253792,1.44663,0.256516,0.347325,0.836627,-0.337076
1132.77,4.07,-0.149028,0.253878,1.4466,0.256175,0.347796,0.836295,-0.337673
1132.78,4.08,-0.149231,0.254005,1.44663,0.255938,0.347966,0.835767,-0.338983
1132.78,4.08,-0.149517,0.254217,1.44664,0.255584,0.348416,0.83484,-0.341065
1132.79,4.09,-0.149844,0.254609,1.44669,0.254711,0.349911,0.833651,-0.34309
1132.8,4.1,-0.150226,0.254974,1.44668,0.253851,0.349786,0.832462,-0.346722
1132.81,4.11,-0.150629,0.255482,1.44684,0.25305,0.349362,0.831494,-0.350043
1132.82,4.12,-0.150955,0.25605,1.44708,0.251274,0.349019,0.831368,-0.351958
1132.83,4.13,-0.151142,0.256514,1.4471,0.250043,0.347161,0.831937,-0.353326
1132.83,4.13,-0.151202,0.256903,1.44727,0.249217,0.346119,0.832601,-0.353369
1132.84,4.14,-0.151188,0.257219,1.44745,0.248165,0.344827,0.833635,-0.352933
1132.85,4.15,-0.151151,0.257401,1.44754,0.247107,0.344133,0.834459,-0.352404
1132.86,4.16,-0.151117,0.257442,1.44764,0.246692,0.343415,0.834913,-0.352319
1132.87,4.17,-0.151065,0.257326,1.4477,0.246648,0.343405,0.835031,-0.352082
1132.88,4.18,-0.150964,0.257114,1.4477,0.246795,0.343817,0.835176,-0.351231
1132.88,4.18,-0.150824,0.256849,1.44765,0.247163,0.344129,0.83544,-0.350036
1132.89,4.19,-0.150679,0.256633,1.4476,0.247836,0.344181,0.835763,-0.348737
1132.9,4.2,-0.150578,0.256524,1.44754,0.248956,0.34379,0.835866,-0.348078
1132.91,4.21,-0.15056,0.256535,1.44746,0.24986,0.343437,0.835729,-0.348106
1132.92,4.22,-0.150618,0.256641,1.44737,0.250592,0.343156,0.835333,-0.348808
1132.93,4.23,-0.150723,0.256802,1.44725,0.251013,0.34251,0.834873,-0.350238
1132.93,4.23,-0.15082,0.256965,1.44722,0.251596,0.342021,0.834314,-0.351627
1132.94,4.24,-0.150872,0.257066,1.44722,0.251547,0.341662,0.834122,-0.352464
1132.95,4.25,-0.150864,0.257099,1.44728,0.251338,0.341369,0.83421,-0.352691
1132.96,4.26,-0.150804,0.257052,1.44735,0.250956,0.341801,0.834462,-0.351946
1132.97,4.27,-0.150719,0.256955,1.4474,0.250306,0.342011,0.834969,-0.351002
1132.97,4.27,-0.150636,0.256842,1.44748,0.249813,0.342902,0.835265,-0.349778
1132.98,4.28,-0.150575,0.256747,1.44752,0.249272,0.34314,0.83556,-0.349226
1132.99,4.29,-0.150562,0.256709,1.44752,0.248897,0.343631,0.83564,-0.348818
1133,4.3,-0.15058,0.256719,1.44745,0.249013,0.343435,0.835554,-0.349134
1133.01,4.31,-0.150637,0.256794,1.44739,0.249188,0.343426,0.835275,-0.349684
1133.02,4.32,-0.150696,0.256887,1.44729,0.250135,0.342966,0.834829,-0.350525
1133.03,4.33,-0.150747,0.256982,1.44723,0.250998,0.342432,0.834422,-0.351399
1133.03,4.33,-0.150773,0.257055,1.44718,0.251813,0.341468,0.834229,-0.35221
1133.04,4.34,-0.150773,0.257089,1.44719,0.252222,0.341167,0.834101,-0.352512
1133.05,4.35,-0.150739,0.257092,1.44719,0.252593,0.340742,0.834111,-0.352634
1133.06,4.36,-0.150684,0.257062,1.44723,0.252691,0.340851,0.834162,-0.352339
1133.07,4.37,-0.150614,0.25701,1.44727,0.25235,0.341051,0.83438,-0.351872
1133.08,4.38,-0.150543,0.256962,1.44733,0.251602,0.341319,0.834696,-0.351397
1133.08,4.38,-0.150478,0.256956,1.44745,0.25141,0.342044,0.83475,-0.350702
1133.09,4.39,-0.150441,0.257007,1.4475,0.251028,0.342054,0.83497,-0.350442
1133.1,4.4,-0.150437,0.257107,1.44752,0.250876,0.341673,0.835081,-0.350657
1133.11,4.41,-0.150473,0.257241,1.44755,0.250789,0.340975,0.835154,-0.351224
1133.12,4.42,-0.150521,0.25739,1.44753,0.251149,0.340823,0.83491,-0.351695
1133.13,4.43,-0.150571,0.257508,1.44748,0.251286,0.340385,0.83476,-0.352377
1133.13,4.43,-0.150634,0.257587,1.44751,0.251484,0.339947,0.834619,-0.352993
1133.14,4.44,-0.150661,0.257591,1.44754,0.251808,0.339775,0.834396,-0.353453
1133.15,4.45,-0.15065,0.257495,1.44753,0.251943,0.33989,0.834214,-0.353675
1133.16,4.46,-0.150602,0.257257,1.44751,0.252065,0.340867,0.8339,-0.353389
1133.17,4.47,-0.15049,0.256817,1.44751,0.252537,0.342767,0.833374,-0.352453
1133.18,4.48,-0.150305,0.256174,1.44746,0.252474,0.344303,0.8333,-0.351174
1133.18,4.48,-0.150059,0.25533,1.4474,0.252664,0.346435,0.833283,-0.348975
1133.19,4.49,-0.14974,0.254686,1.44724,0.25306,0.347999,0.833945,-0.345533
1133.2,4.5,-0.149409,0.254151,1.44691,0.256483,0.346538,0.834679,-0.342692
1133.21,4.51,-0.149059,0.253848,1.44666,0.259859,0.34544,0.835045,-0.34036
1133.22,4.52,-0.148743,0.253667,1.44625,0.263161,0.343953,0.83504,-0.33934
1133.22,4.52,-0.14853,0.253581,1.4458,0.267215,0.342916,0.834351,-0.338914
1133.23,4.53,-0.148466,0.25344,1.44542,0.271565,0.341574,0.833135,-0.339802
1133.24,4.54,-0.148465,0.253337,1.44513,0.274941,0.340994,0.831901,-0.340691
1133.25,4.55,-0.148436,0.253262,1.44492,0.27705,0.340584,0.831272,-0.340928
1133.26,4.56,-0.148358,0.253228,1.44487,0.27805,0.339203,0.83155,-0.340814
1133.27,4.57,-0.148276,0.253245,1.44499,0.278868,0.33769,0.832056,-0.340412
1133.28,4.58,-0.148259,0.25333,1.44524,0.27855,0.33654,0.832651,-0.340358
1133.28,4.58,-0.148344,0.253518,1.44547,0.277147,0.335949,0.832953,-0.341347
1133.29,4.59,-0.148571,0.253827,1.44581,0.275169,0.336785,0.832529,-0.343152
1133.3,4.6,-0.148927,0.254304,1.4462,0.271628,0.339293,0.831648,-0.345629
1133.31,4.61,-0.149381,0.254814,1.44648,0.268449,0.340656,0.830655,-0.349142
1133.32,4.62,-0.149871,0.255445,1.4468,0.264343,0.341025,0.830145,-0.353106
1133.33,4.63,-0.150275,0.256161,1.44711,0.261791,0.340833,0.830081,-0.355337
1133.33,4.63,-0.150553,0.256888,1.44741,0.259519,0.339789,0.830839,-0.356231
1133.34,4.64,-0.150741,0.257588,1.44764,0.258082,0.33738,0.832015,-0.35682
1133.35,4.65,-0.150862,0.258202,1.44779,0.257579,0.335736,0.832618,-0.357326
1133.36,4.66,-0.150991,0.258719,1.44789,0.257855,0.334799,0.832467,-0.358357
1133.37,4.67,-0.151113,0.259079,1.44788,0.258701,0.333393,0.831876,-0.360423
1133.38,4.68,-0.151171,0.25924,1.44782,0.259919,0.332374,0.831122,-0.362225
1133.38,4.68,-0.15112,0.259227,1.4478,0.260867,0.331533,0.830856,-0.362922
1133.39,4.69,-0.150951,0.25906,1.44778,0.26182,0.330822,0.83117,-0.362165
1133.4,4.7,-0.1507,0.258787,1.44769,0.262337,0.33024,0.832007,-0.360396
1133.41,4.71,-0.150469,0.258522,1.44763,0.262459,0.329939,0.832931,-0.358444
1133.42,4.72,-0.150335,0.258343,1.44769,0.261623,0.330221,0.833644,-0.357136
1133.43,4.73,-0.150333,0.258243,1.4477,0.261068,0.331067,0.833635,-0.356779
1133.43,4.73,-0.150422,0.258227,1.44765,0.260164,0.331559,0.833377,-0.357584
1133.44,4.74,-0.150536,0.258263,1.4476,0.259525,0.332257,0.832895,-0.358522
1133.45,4.75,-0.150639,0.258321,1.44758,0.25916,0.332714,0.832512,-0.359252
1133.46,4.76,-0.150689,0.258347,1.44761,0.258344,0.332378,0.832627,-0.359883
1133.47,4.77,-0.150707,0.258313,1.44762,0.258614,0.332985,0.832468,-0.359496
1133.47,4.77,-0.150676,0.258213,1.44756,0.258926,0.332501,0.832563,-0.359499
1133.48,4.78,-0.15064,0.25809,1.44755,0.259466,0.332597,0.832434,-0.359318
1133.49,4.79,-0.150578,0.257932,1.44747,0.259696,0.332726,0.8324,-0.359113
1133.5,4.8,-0.150513,0.257816,1.44747,0.260227,0.332656,0.832335,-0.358944
1133.51,4.81,-0.150449,0.25775,1.44747,0.260601,0.332716,0.83237,-0.358535
1133.52,4.82,-0.150401,0.257747,1.44743,0.260743,0.332304,0.832537,-0.358425
1133.53,4.83,-0.150402,0.25782,1.4474,0.261003,0.331972,0.832548,-0.358519
1133.53,4.83,-0.15045,0.257959,1.44735,0.261113,0.331698,0.832412,-0.359009
1133.54,4.84,-0.15055,0.258155,1.44732,0.261173,0.331684,0.832068,-0.359774
1133.55,4.85,-0.150677,0.258358,1.44733,0.260486,0.331699,0.831814,-0.360845
1133.56,4.86,-0.15081,0.258525,1.44737,0.260078,0.332569,0.831353,-0.3614
1133.57,4.87,-0.150909,0.258654,1.44741,0.259595,0.333053,0.83111,-0.36186
1133.58,4.88,-0.150962,0.25872,1.44744,0.25943,0.33293,0.831091,-0.362135
1133.58,4.88,-0.15096,0.258739,1.44744,0.25941,0.332582,0.831243,-0.36212
1133.59,4.89,-0.150956,0.258778,1.44749,0.259895,0.332178,0.831312,-0.361983
1133.6,4.9,-0.150952,0.258845,1.44748,0.260369,0.331465,0.831387,-0.362125
1133.61,4.91,-0.150993,0.258984,1.4475,0.260715,0.33091,0.831315,-0.362548
1133.62,4.92,-0.151079,0.259177,1.4475,0.261209,0.330228,0.830995,-0.363546
1133.63,4.93,-0.151198,0.259443,1.44746,0.261423,0.329637,0.830543,-0.36496
1133.63,4.93,-0.151354,0.25976,1.44744,0.261379,0.329284,0.830031,-0.366473
1133.64,4.94,-0.15153,0.260084,1.44734,0.260772,0.329555,0.82954,-0.367769
1133.65,4.95,-0.151694,0.260392,1.44727,0.260574,0.329889,0.828916,-0.369017
1133.66,4.96,-0.151828,0.260604,1.44721,0.260608,0.329584,0.82843,-0.370354
1133.67,4.97,-0.151917,0.260676,1.44721,0.260606,0.329575,0.828056,-0.371198
1133.68,4.98,-0.151919,0.260515,1.44718,0.260388,0.330854,0.827671,-0.371073
1133.68,4.98,-0.151832,0.260076,1.44715,0.260139,0.332282,0.827494,-0.370366
1133.69,4.99,-0.151639,0.259305,1.4471,0.259826,0.333087,0.827734,-0.369323
1133.7,5,-0.151334,0.258247,1.44705,0.260117,0.335842,0.827891,-0.366259
